Id,SalePrice
1461,127612.23902645789
1462,157042.52177947853
1463,178808.943146957
1464,183444.12711306452
1465,209625.36157785167
1466,182421.66456565616
1467,171267.35566240796
1468,173080.40907360715
1469,180149.87939238796
1470,121515.97926452915
1471,206033.27874211853
1472,95680.48410741272
1473,98737.13403858666
1474,157024.99796688807
1475,138116.93514744838
1476,378864.25430474733
1477,250860.76015500442
1478,315978.3589949028
1479,272613.93338632054
1480,429042.4528179563
1481,304108.4763323663
1482,214749.01290216917
1483,179357.78790137364
1484,173242.52493066297
1485,170234.08582454085
1486,201482.16585537101
1487,310958.967980736
1488,245479.89922273761
1489,203987.41712840952
1490,199521.5882982792
1491,191767.62504723898
1492,96089.83844989083
1493,181181.42308358225
1494,295120.350993342
1495,295478.33884815354
1496,225886.22351292218
1497,189044.64005919953
1498,158481.50272283854
1499,158402.2685065249
1500,153867.78707687408
1501,173380.14013646843
1502,153271.18635188605
1503,275540.8285909855
1504,237736.28706237866
1505,219424.10638820488
1506,178185.47325504842
1507,227998.9914320698
1508,193837.178665197
1509,161692.45190151606
1510,149782.6430878106
1511,151559.92459702096
1512,162584.02804129667
1513,151479.341391062
1514,158542.63610147784
1515,189932.76250589
1516,162941.49655559234
1517,150116.40774112468
1518,134886.34244154266
1519,226275.31754034146
1520,137178.8489131193
1521,145379.03585506894
1522,168485.30267041936
1523,115398.65319192782
1524,124905.25412604037
1525,129744.00599217019
1526,130294.28881902492
1527,105996.57566821219
1528,127438.48468863644
1529,145837.5186390408
1530,167766.0640209477
1531,134615.7499762677
1532,111601.71142530069
1533,147127.5511409436
1534,117482.96123555183
1535,157446.30280672837
1536,121433.09296697445
1537,89983.47364067071
1538,190890.09692798843
1539,254715.8390244989
1540,130810.55140257132
1541,149589.99841087137
1542,147720.73774160736
1543,209407.58922976075
1544,87642.80809484063
1545,103022.58868595092
1546,124028.06212555792
1547,142978.4692400076
1548,136659.03048021218
1549,108245.98487559498
1550,147207.48801516413
1551,123232.75351795099
1552,157429.1732054588
1553,147760.79245826512
1554,113675.9659218557
1555,169734.7676067945
1556,97244.7154824417
1557,135472.75221044142
1558,90637.24825367943
1559,124328.42791573123
1560,154479.51196303035
1561,154817.69647360675
1562,124839.57083620901
1563,124508.91650624831
1564,161217.03035348724
1565,156743.28073609326
1566,219161.44941270677
1567,82105.68721052834
1568,214359.305500364
1569,153578.64162474143
1570,130392.51627764618
1571,139861.47421164633
1572,146020.7748746202
1573,237719.1039977953
1574,141313.81633676283
1575,218529.311727157
1576,219061.0437072242
1577,196980.87370138898
1578,152542.0670947384
1579,141037.6339115462
1580,191455.75556323948
1581,137432.62656937094
1582,127597.84377543749
1583,325025.55961676885
1584,243533.18146148723
1585,143156.59452870797
1586,76135.53455962223
1587,107947.04684457976
1588,150110.78384226546
1589,99520.72272318805
1590,137482.66082522043
1591,110516.62377272814
1592,127795.42702633275
1593,114691.5078360338
1594,152996.6057506077
1595,135356.7075458116
1596,225696.657721204
1597,175587.76451156187
1598,190427.82315635527
1599,207146.8299233001
1600,202551.5374824238
1601,85909.99447167011
1602,113458.87728578092
1603,101960.33480039789
1604,270152.9516173882
1605,256298.48468249664
1606,168221.33749783362
1607,173664.84282179677
1608,213933.88992402412
1609,192797.52573602827
1610,155668.28080667334
1611,149267.32255754885
1612,171157.89725912866
1613,173295.92392960069
1614,124282.09125960468
1615,91605.59451582839
1616,86842.72804806384
1617,93351.56457710582
1618,127435.81914358982
1619,129536.76111977652
1620,169440.7215945884
1621,140383.15339027977
1622,147069.65925350404
1623,277807.1480558599
1624,209047.19311436216
1625,132068.07471122986
1626,170211.93119443752
1627,185766.57906688645
1628,272793.76352512423
1629,176740.197520597
1630,337933.392405524
1631,222165.83254042934
1632,253999.30462544836
1633,165678.83481378277
1634,183606.33903229266
1635,177825.0510550363
1636,164340.7000598067
1637,183660.422328735
1638,214486.95417979674
1639,180725.2505611213
1640,248132.77424334385
1641,185191.35628627904
1642,218995.67691760755
1643,231881.74964859555
1644,228789.9087189084
1645,175152.84940656796
1646,152953.9900706052
1647,164488.26487795505
1648,142913.2048536669
1649,135429.7776284574
1650,121861.28911842329
1651,120045.22091134737
1652,95451.25365658602
1653,97647.06420169483
1654,159008.37218518066
1655,154523.96439673976
1656,155024.29026374526
1657,159059.0211444328
1658,159176.95086957212
1659,142402.06205593224
1660,148463.60176406224
1661,428075.2899460108
1662,377483.5431890916
1663,374766.09853196354
1664,439032.95272128447
1665,339680.10980403674
1666,301924.7314756065
1667,348241.48854999
1668,342365.40330620855
1669,318241.9680431234
1670,353120.52641026245
1671,256593.8305052284
1672,422034.4182777682
1673,311189.2668901993
1674,253809.67079689508
1675,185371.52336328095
1676,186881.3259748735
1677,203616.8172807317
1678,420215.45873907296
1679,352210.6556370676
1680,331355.9513077886
1681,286032.22146989754
1682,297168.5555323858
1683,189681.81836508383
1684,172915.35788540973
1685,175473.26763778104
1686,173717.50687074006
1687,165283.3842153478
1688,189922.2673212273
1689,188931.48785201635
1690,180925.94456144315
1691,169162.04989193575
1692,254287.62623720287
1693,166493.3484955756
1694,182000.96694988036
1695,168953.24941135925
1696,272574.9454796663
1697,170018.51423750064
1698,341708.45279932726
1699,325006.5455823538
1700,244467.60065250102
1701,266903.3447509396
1702,260712.7974678889
1703,253826.52125789216
1704,284754.380814433
1705,230549.99535599182
1706,423415.8675643207
1707,209990.95886196132
1708,208422.43569172523
1709,304142.9517883951
1710,228714.85437955268
1711,248345.6292144528
1712,262318.5866511381
1713,258677.4219835925
1714,222204.3825704152
1715,200059.21724009182
1716,190488.60500399585
1717,167387.6115517723
1718,147757.68343003807
1719,206476.34312544944
1720,252885.88037986538
1721,174758.9803548247
1722,134187.2212297701
1723,157464.33995614192
1724,221666.75475668279
1725,239140.983966702
1726,188978.27600023185
1727,178827.52354458568
1728,180626.5089991351
1729,164664.07739067092
1730,163360.18788479787
1731,126101.63189663227
1732,132769.50538188076
1733,127688.35802692358
1734,131700.799859372
1735,133283.5069915079
1736,119407.2806875853
1737,340759.12871620955
1738,212356.61712686458
1739,295751.7953685228
1740,202779.19343712117
1741,180114.56642395828
1742,174136.55502677988
1743,170326.0452926037
1744,300307.4835223312
1745,224415.71623597317
1746,258251.85908556153
1747,217369.18756185667
1748,210960.51499913988
1749,162780.6568807499
1750,146396.59262209362
1751,225342.23862458
1752,124058.02952730458
1753,150428.1674749102
1754,213285.9079255375
1755,164513.3535477507
1756,124511.12488277024
1757,121904.77881878754
1758,147996.11164487657
1759,173406.85647932292
1760,159676.1737544034
1761,154736.24476975077
1762,178248.28385305897
1763,169082.80012613584
1764,118892.39634072562
1765,182025.9353754757
1766,173971.72234324587
1767,199167.4930527748
1768,143104.08493384716
1769,169073.14127214288
1770,143104.73095888746
1771,137505.40442730632
1772,146337.22606415534
1773,142438.28971160878
1774,139635.62919801127
1775,134414.6939264855
1776,123196.97953457311
1777,113194.67860776109
1778,134069.6987901824
1779,121760.60254132246
1780,173086.9216576865
1781,135058.37408866768
1782,102656.20388769204
1783,133538.49346488944
1784,100651.12880256426
1785,118870.69895961846
1786,160534.07101197506
1787,175783.53997586077
1788,74524.56720428087
1789,94567.4043881883
1790,94663.2878877131
1791,184757.77039733276
1792,155403.35099727073
1793,144994.46576279157
1794,144817.24108077041
1795,140622.06657339426
1796,126426.4050297535
1797,115421.87583162695
1798,123989.84504931635
1799,113516.89158936293
1800,127952.99456978698
1801,135758.66928563503
1802,152593.73238926736
1803,155705.57979267288
1804,139901.01169604322
1805,134121.95573100078
1806,118196.31344751065
1807,151478.48716603592
1808,122096.88822725028
1809,130306.47782406482
1810,145694.5512013093
1811,124149.85312420626
1812,121832.30684176816
1813,123177.63460661692
1814,100316.78021320357
1815,71228.47648378993
1816,103218.02752435845
1817,132220.9255490051
1818,148578.97523395074
1819,116609.71084953297
1820,88729.34967929906
1821,129910.09305981711
1822,159360.32654346703
1823,72957.68484499378
1824,139667.23981975456
1825,141980.03632316185
1826,103834.95944839626
1827,111374.91559212348
1828,142297.69514173424
1829,120511.97298361734
1830,146367.46254269
1831,176414.30883965152
1832,124494.98766373385
1833,150062.86643232263
1834,135300.5362068453
1835,172054.82314545504
1836,138179.79390167512
1837,104770.42447368846
1838,135392.68965405517
1839,93420.4721529871
1840,156976.20585864747
1841,144408.87803374688
1842,87350.57766477595
1843,139079.2856990128
1844,135411.38779560244
1845,146045.0290130769
1846,155122.22831041232
1847,164853.3830307754
1848,70727.67680884941
1849,126888.99582837749
1850,128929.3781236506
1851,160564.5925272852
1852,129418.8250675181
1853,136232.69942498734
1854,168676.58971405553
1855,159809.7808358979
1856,219296.82361655892
1857,183161.10662839437
1858,150594.49687427154
1859,129270.3514292076
1860,150113.53948764582
1861,129079.03518785923
1862,279227.1886196505
1863,276248.44169226004
1864,276248.44169226004
1865,336942.54317134287
1866,329430.59836468985
1867,245297.09925170732
1868,287562.2548241615
1869,197373.43472854505
1870,244977.164890991
1871,244365.7426442459
1872,174680.99753343564
1873,221957.31709459124
1874,137955.84517546187
1875,209482.59447127336
1876,193258.5548307772
1877,216849.24414499683
1878,215249.59059567857
1879,132348.72296644424
1880,133880.4347113495
1881,248688.06776890284
1882,259465.0787511411
1883,202214.21936154203
1884,219087.58105646257
1885,252845.96166409127
1886,286988.62147653115
1887,209091.86128999098
1888,279287.785956819
1889,171342.50410656712
1890,135726.20942582056
1891,141686.67967983414
1892,113283.78244845149
1893,137423.6489541385
1894,134184.28607978395
1895,156067.51567357781
1896,126204.08172977874
1897,119578.15093577484
1898,108291.07478139202
1899,138518.14881533344
1900,137051.66177464643
1901,167866.01277554157
1902,148017.5333118944
1903,216958.7130159747
1904,134376.1676156423
1905,180099.94766223602
1906,159370.62007494253
1907,199041.3620070628
1908,115898.1483301863
1909,133197.57453042504
1910,126282.76801448721
1911,193719.68653034823
1912,270630.06004103395
1913,149912.16325516152
1914,75631.9811208119
1915,293997.0556556209
1916,79022.10149131717
1917,267510.93803196814
1918,136461.20630804877
1919,159457.85353576622
1920,164988.4182926707
1921,390452.2364869586
1922,342769.7135740828
1923,201507.68949440419
1924,220353.41281828028
1925,227847.52678251895
1926,368994.7004498784
1927,137686.8742653375
1928,163300.0787752505
1929,125477.64940381999
1930,131062.14597671387
1931,138039.99715919106
1932,138113.86155270532
1933,171149.16028902482
1934,181593.5083569703
1935,174208.03258241818
1936,184835.49695623526
1937,182266.59756315456
1938,170071.66580154625
1939,250932.46200945502
1940,212046.7985137216
1941,178297.97364397265
1942,187308.7933132487
1943,214099.67919031644
1944,316710.7396662607
1945,361437.7716143454
1946,175366.41828956234
1947,316159.06894523615
1948,180978.53379448922
1949,237235.11930533874
1950,180201.53369732606
1951,266688.1763555642
1952,229050.04479296075
1953,163555.1064813283
1954,200001.26893740363
1955,131988.1476047628
1956,279222.0019169869
1957,168245.31539420527
1958,302552.6261041462
1959,143709.824353092
1960,116273.64368540958
1961,120583.67705088238
1962,98682.93966328875
1963,105473.11532728198
1964,112538.74484682776
1965,150582.85880982477
1966,156692.48361256786
1967,276546.2727877494
1968,384061.478001891
1969,369866.05733147665
1970,407995.7926578242
1971,401359.4197425381
1972,357870.5727464969
1973,279502.84716925654
1974,306468.3680791268
1975,426691.83524410374
1976,274338.3767656943
1977,333527.2244605026
1978,332288.947716397
1979,351122.80903791555
1980,196769.26588220007
1981,344019.1232308635
1982,227781.86628831143
1983,217162.34351958727
1984,170299.4648582323
1985,216824.3626317268
1986,224032.18115803218
1987,180185.98920296924
1988,178096.63720575298
1989,192477.1584502876
1990,228229.65224390096
1991,203585.13413111595
1992,209210.4793192871
1993,172003.11313889435
1994,251066.65105449385
1995,184763.75076223307
1996,259025.08090211434
1997,339146.6757659877
1998,329651.0089161059
1999,251081.57208116635
2000,297514.8566247299
2001,269041.71865929523
2002,238021.2071000079
2003,261019.7087554074
2004,248952.8947004894
2005,225562.22392111056
2006,227184.10855998233
2007,252617.2938085143
2008,201713.74717978708
2009,191325.45734349795
2010,192300.60394044127
2011,152844.8558435822
2012,182770.51113611332
2013,180157.9398796538
2014,188918.51264731918
2015,197581.7431837879
2016,193650.47987827938
2017,203639.2804883955
2018,125596.13391718325
2019,134301.10071721268
2020,117798.54072120831
2021,117598.94376889509
2022,180046.28165748302
2023,155983.28642914802
2024,235426.57218560443
2025,361243.27853290865
2026,183450.7153908301
2027,150777.2534145872
2028,164373.3896076314
2029,172746.42785255928
2030,293597.5042334322
2031,269566.46953023155
2032,282697.1168301502
2033,287896.9272443737
2034,163952.21998798617
2035,202833.74307195144
2036,201000.8042240936
2037,204115.45921621023
2038,330659.14964825916
2039,216340.37907307604
2040,383989.5173825428
2041,287336.62317748583
